DATE,N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
2023-12-14,67304,140,D,A,2902772,1,0.4,2.4,1,32.14264,0.01,1,28.262,0.002,1,1,15.305,88.815,2023-12-14 21:24:05
2023-12-15,67606,182,D,A,2902775,1,0.0,2.4,1,32.61643,0.01,1,29.184,0.002,1,1,7.877,86.318,2023-12-15 05:27:23
2023-12-17,67810,10,D,A,5907082,1,0.2,2.4,1,33.718,0.01,1,28.436,0.002,1,1,12.383333333333333,84.11666666666666,2023-12-17 14:06:34
2023-12-18,67912,10,D,A,5907083,1,0.3,2.4,1,34.03144,0.016,2,28.285,0.002,1,1,14.3,86.86666666666666,2023-12-18 14:06:31
2023-12-19,68214,142,D,A,2902765,1,0.4,2.4,1,33.24803,0.01,1,28.782,0.002,1,1,11.465,83.412,2023-12-19 07:37:49
2023-12-20,68415,10,D,A,7901126,1,0.2,2.4,1,33.149,0.01,1,28.949,0.002,1,1,11.866666666666667,87.06666666666666,2023-12-20 14:02:14
2023-12-21,68720,10,D,A,6990609,1,0.3,2.4,1,32.324,0.01,1,28.913,0.002,1,1,8.816666666666666,88.85,2023-12-21 13:59:32
2023-12-22,69024,24,R,A,1902594,1,3.49,2.4,1,33.456,0.01,1,28.7375,0.002,1,1,11.387391333333335,83.42028166666665,2023-12-22 09:55:11
2023-12-24,69470,141,D,A,2902770,1,0.1,2.4,1,32.5819,0.01,1,28.756,0.002,1,1,13.712,89.785,2023-12-24 23:33:33
2023-12-25,69773,183,D,A,2902775,1,0.1,2.4,1,32.70623,0.01,1,28.984,0.002,1,1,8.059,86.222,2023-12-25 05:35:20
2023-12-27,69976,11,D,A,5907082,1,0.3,2.4,1,33.351,0.01,1,28.086,0.002,1,1,11.683333333333334,83.66666666666667,2023-12-27 14:02:56
2023-12-28,70077,11,D,A,5907083,1,0.4,2.4,1,34.07347,0.016,2,28.124,0.002,1,1,13.933333333333334,86.35,2023-12-28 14:05:49
2023-12-29,70379,143,D,A,2902765,1,0.3,2.4,1,33.50372,0.01,1,28.431,0.002,1,1,10.892,83.55,2023-12-29 09:24:47
2023-12-30,70583,146,D,A,2902766,1,2.4,2.4,1,33.00127,0.01,1,28.651,0.002,1,1,13.801,87.89,2023-12-30 07:33:58
2023-12-31,70885,146,D,A,2902769,1,0.6,2.4,1,33.40417,0.01,1,28.83,0.002,1,1,5.002,87.227,2023-12-31 07:20:50
