CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
108,D,A,2902769,1,0.3,2.4,1,33.91282,0.01,1,28.241,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,1.0,2.4,1,33.91206,0.01,1,28.242,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,2.0,2.4,1,33.91101,0.01,1,28.241,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,2.9,2.4,1,33.91305,0.01,1,28.241,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,3.9,2.4,1,33.91198,0.01,1,28.24,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,5.0,2.4,1,33.91317,0.01,1,28.241,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,5.9,2.4,1,33.91382,0.01,1,28.237,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,6.8,2.4,1,33.91295,0.01,1,28.24,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,7.8,2.4,1,33.91378,0.01,1,28.24,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,8.9,2.4,1,33.91262,0.01,1,28.243,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,10.0,2.4,1,33.92286,0.01,1,28.25,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,16.3,2.4,1,33.94489,0.01,1,28.263,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,25.3,2.4,1,34.13229,0.01,1,28.278,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,35.3,2.4,1,34.35248,0.01,1,27.794,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,45.4,2.4,1,34.44241,0.01,1,27.283,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,55.6,2.4,1,34.69729,0.01,1,27.516,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,65.3,2.4,1,34.69191,0.01,1,27.198,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,75.4,2.4,1,34.65355,0.01,1,26.491,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,85.5,2.4,1,34.99979,0.01,1,26.985,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,95.4,2.4,1,35.10238,0.01713,1,26.736,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,105.7,2.4,1,34.65306,0.01492,1,24.372,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,115.3,2.4,1,34.57207,0.01035,1,22.519,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,125.7,2.4,1,34.61153,0.01536,1,21.255,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,135.3,2.4,1,34.6718,0.0119,1,19.421,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,145.8,2.4,1,34.78996,0.01,1,17.972,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,155.6,2.4,1,34.84832,0.01,1,17.244,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,165.8,2.4,1,34.90692,0.01,1,16.576,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,175.0,2.4,1,34.94193,0.01,1,15.913,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,185.4,2.4,1,34.95965,0.01,1,15.045,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,195.7,2.4,1,34.95433,0.01,1,14.354,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,213.3,2.4,1,35.00325,0.01,1,13.664,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,238.7,2.4,1,35.0338,0.01,1,12.999,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,262.8,2.4,1,35.04869,0.01,1,12.501,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,287.8,2.4,1,35.04924,0.01,1,12.02,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,314.1,2.4,1,35.05729,0.01,1,11.65,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,337.4,2.4,1,35.05791,0.01,1,11.312,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,362.9,2.4,1,35.05888,0.01,1,11.053,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,388.0,2.4,1,35.05558,0.01,1,10.806,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,413.1,2.4,1,35.05255,0.01,1,10.645,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,438.2,2.4,1,35.05366,0.01,1,10.491,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,463.0,2.4,1,35.05164,0.01,1,10.311,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
108,D,A,2902769,1,487.8,2.4,1,35.04763,0.01,1,10.137,0.002,1,1,5.806,85.954,2023-01-01 03:23:36
59,A,A,2902837,1,2.1,,1,34.07,,1,28.074,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,6.4,,1,34.072,,1,28.093,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,12.1,,1,34.071,,1,28.093,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,16.8,,1,34.07,,1,28.096,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,22.2,,1,34.075,,1,28.098,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,27.3,,1,34.151,,1,28.11,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,32.7,,1,34.448,,1,28.101,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,37.1,,1,34.466,,1,28.103,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,42.3,,1,34.478,,1,28.103,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,46.7,,1,34.487,,1,28.102,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,51.0,,1,34.51,,1,28.1,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,55.3,,1,34.718,,1,28.113,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,59.8,,1,34.807,,1,28.026,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,64.3,,1,34.779,,1,27.544,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,69.1,,1,34.94,,1,27.548,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,75.2,,1,35.006,,1,27.337,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,79.8,,1,35.0,,1,27.325,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,85.9,,1,34.952,,1,26.682,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,91.3,,1,34.832,,1,25.982,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,102.6,,1,35.348,,1,25.897,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,107.6,,1,35.147,,1,24.822,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,111.5,,1,35.125,,1,23.355,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,116.4,,1,35.051,,1,22.71,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,121.6,,1,35.002,,1,22.309,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,126.1,,1,34.8,,1,20.966,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,131.0,,1,34.821,,1,19.916,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,135.6,,1,34.833,,1,19.672,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,140.6,,1,34.843,,1,19.314,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,145.2,,1,34.852,,1,19.074,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,150.3,,1,34.87,,1,18.676,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,155.4,,1,34.878,,1,18.33,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,159.5,,1,34.889,,1,17.949,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,167.6,,1,34.916,,1,16.922,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,172.4,,1,34.935,,1,16.351,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,177.2,,1,34.946,,1,15.969,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,182.0,,1,34.943,,1,15.737,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,186.6,,1,34.95,,1,15.471,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,191.6,,1,34.956,,1,15.233,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,196.8,,1,34.977,,1,14.981,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,200.3,,1,34.975,,1,14.843,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,201.8,,1,34.976,,1,14.815,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,211.6,,1,34.984,,1,14.524,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,221.8,,1,34.981,,1,13.957,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,231.4,,1,35.002,,1,13.559,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,241.5,,1,35.012,,1,13.329,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,251.2,,1,35.02,,1,13.125,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,261.5,,1,35.022,,1,12.91,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,271.4,,1,35.026,,1,12.766,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,281.5,,1,35.033,,1,12.562,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,291.3,,1,35.036,,1,12.472,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,301.6,,1,35.036,,1,12.269,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,311.6,,1,35.038,,1,12.073,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,321.9,,1,35.04,,1,11.822,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,331.3,,1,35.041,,1,11.668,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,341.6,,1,35.045,,1,11.548,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,351.2,,1,35.044,,1,11.424,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,361.3,,1,35.04,,1,11.262,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,371.1,,1,35.041,,1,11.174,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,381.6,,1,35.039,,1,11.097,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,391.2,,1,35.041,,1,11.022,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,401.3,,1,35.041,,1,10.894,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,414.2,,1,35.041,,1,10.751,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,423.7,,1,35.04,,1,10.676,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,433.7,,1,35.042,,1,10.612,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,443.7,,1,35.037,,1,10.558,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,454.0,,1,35.036,,1,10.469,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,463.9,,1,35.035,,1,10.352,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,473.8,,1,35.035,,1,10.285,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,483.6,,1,35.034,,1,10.215,,1,1,11.004,85.762,2023-01-01 15:54:00
59,A,A,2902837,1,493.6,,1,35.033,,1,10.167,,1,1,11.004,85.762,2023-01-01 15:54:00
137,A,A,2902758,1,8.0,,1,30.713,,1,25.383,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,12.7,,1,31.322,,1,26.184,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,17.6,,1,31.329,,1,26.07,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,22.6,,1,31.516,,1,26.543,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,28.0,,1,32.173,,1,27.256,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,32.1,,1,32.417,,1,27.552,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,37.8,,1,32.581,,1,27.683,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,43.4,,1,32.731,,1,27.832,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,47.6,,1,32.694,,1,27.726,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,53.0,,1,32.871,,1,27.689,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,58.4,,1,33.087,,1,27.743,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,63.9,,1,33.269,,1,27.579,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,67.7,,1,33.512,,1,27.359,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,71.3,,1,33.723,,1,26.939,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,75.2,,1,34.031,,1,26.898,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,79.2,,1,34.14,,1,26.468,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,84.4,,1,34.357,,1,25.586,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,89.4,,1,34.425,,1,25.263,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,95.4,,1,34.604,,1,24.43,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,108.1,,1,34.687,,1,22.595,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,112.5,,1,34.718,,1,22.018,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,117.5,,1,34.796,,1,21.223,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,122.1,,1,34.785,,1,20.868,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,127.7,,1,34.794,,1,20.304,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,132.0,,1,34.826,,1,19.373,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,136.7,,1,34.838,,1,18.762,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,141.5,,1,34.836,,1,18.485,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,146.9,,1,34.851,,1,17.891,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,151.8,,1,34.944,,1,17.315,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,159.4,,1,34.903,,1,16.691,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,164.3,,1,34.913,,1,16.448,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,169.1,,1,34.908,,1,16.214,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,174.1,,1,34.922,,1,15.85,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,179.2,,1,34.933,,1,15.522,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,184.0,,1,34.953,,1,15.139,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,188.6,,1,34.947,,1,14.975,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,193.9,,1,34.953,,1,14.81,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,199.3,,1,34.962,,1,14.71,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,204.0,,1,34.958,,1,14.466,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,208.0,,1,34.969,,1,14.298,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,209.3,,1,34.975,,1,14.251,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,218.9,,1,34.978,,1,13.913,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,229.0,,1,34.992,,1,13.521,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,239.0,,1,34.994,,1,13.182,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,248.9,,1,34.997,,1,12.949,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,259.0,,1,35.004,,1,12.675,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,269.0,,1,35.007,,1,12.504,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,279.0,,1,35.012,,1,12.279,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,289.0,,1,35.014,,1,12.108,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,299.5,,1,35.02,,1,11.918,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,310.0,,1,35.018,,1,11.782,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,319.8,,1,35.021,,1,11.628,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,329.4,,1,35.023,,1,11.538,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,340.0,,1,35.021,,1,11.44,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,349.7,,1,35.024,,1,11.352,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,359.5,,1,35.025,,1,11.22,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,369.7,,1,35.025,,1,11.129,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,379.9,,1,35.026,,1,11.06,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,390.0,,1,35.025,,1,10.95,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,400.4,,1,35.024,,1,10.857,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,410.6,,1,35.025,,1,10.77,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,420.6,,1,35.024,,1,10.645,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,430.7,,1,35.026,,1,10.57,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,441.1,,1,35.024,,1,10.507,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,450.6,,1,35.023,,1,10.421,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,461.4,,1,35.022,,1,10.362,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,471.4,,1,35.022,,1,10.288,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,481.5,,1,35.021,,1,10.192,,1,1,19.114,88.653,2023-01-04 01:57:00
137,A,A,2902758,1,490.8,,1,35.019,,1,10.131,,1,1,19.114,88.653,2023-01-04 01:57:00
225,D,A,2902294,1,18.91,2.4,1,34.34772,0.01,1,28.3223,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,20.01,2.4,1,34.34692,0.01,1,28.3229,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,22.0,2.4,1,34.34711,0.01,1,28.3224,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,24.0,2.4,1,34.34871,0.01,1,28.3151,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,25.98,2.4,1,34.35092,0.01,1,28.3051,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,27.99,2.4,1,34.35382,0.01,1,28.2957,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,29.97,2.4,1,34.35482,0.01,1,28.2933,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,32.02,2.4,1,34.36422,0.01,1,28.2717,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,34.03,2.4,1,34.36612,0.01,1,28.2674,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,36.01,2.4,1,34.37122,0.01,1,28.2644,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,38.0,2.4,1,34.37691,0.01,1,28.2677,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,40.0,2.4,1,34.38971,0.01,1,28.2778,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,42.0,2.4,1,34.39822,0.01,1,28.2849,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,43.99,2.4,1,34.40452,0.01,1,28.2882,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,46.03,2.4,1,34.41811,0.01,1,28.2932,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,48.13,2.4,1,34.43072,0.01,1,28.2976,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,49.97,2.4,1,34.44151,0.01,1,28.3052,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,51.97,2.4,1,34.44362,0.01,1,28.3049,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,53.98,2.4,1,34.44561,0.01,1,28.3047,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,56.0,2.4,1,34.44791,0.01,1,28.3055,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,58.0,2.4,1,34.44922,0.01,1,28.3055,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,60.03,2.4,1,34.45112,0.01,1,28.3068,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,62.03,2.4,1,34.45322,0.01,1,28.3069,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,64.0,2.4,1,34.45492,0.01,1,28.3075,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,65.97,2.4,1,34.45791,0.01,1,28.3091,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,67.96,2.4,1,34.46122,0.01,1,28.3108,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,69.96,2.4,1,34.46552,0.01,1,28.3136,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,71.97,2.4,1,34.47632,0.01,1,28.3213,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,73.99,2.4,1,34.49892,0.01,1,28.3346,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,75.93,2.4,1,34.56442,0.01,1,28.3653,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,77.84,2.4,1,34.57502,0.01,1,28.3686,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,79.36,2.4,1,34.68232,0.01,1,28.3969,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,81.96,2.4,1,34.96822,0.01,1,28.2885,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,84.0,2.4,1,34.95261,0.01,1,28.037,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,85.97,2.4,1,34.93661,0.01,1,27.9648,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,88.01,2.4,1,34.91932,0.01,1,27.8944,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,89.98,2.4,1,34.90902,0.01,1,27.8624,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,91.99,2.4,1,34.90171,0.01,1,27.8348,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,94.06,2.4,1,34.90071,0.01,1,27.8199,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,96.35,2.4,1,34.87852,0.01,1,27.7426,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,97.77,2.4,1,34.85051,0.01,1,27.6345,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,99.99,2.4,1,34.84111,0.01,1,27.5842,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,102.06,2.4,1,34.82561,0.01,1,27.5152,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,104.16,2.4,1,34.75402,0.01,1,26.8023,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,105.59,2.4,1,34.73391,0.01,1,26.4828,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,107.97,2.4,1,34.70152,0.01,1,26.0883,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
225,D,A,2902294,1,110.0,2.4,1,34.69082,0.01,1,26.0277,0.002,1,1,6.981966,90.029938,2023-01-05 14:25:46
